property_type,district,land_area,num_floors,total_investment,total_revenue,gross_profit,annual_rent,roi
residential_compound,القيروان,9695.269687769365,6,81095253.26,112300308.79,31205055.53,6046939.7,5.97
villa,الملقا,1560.8529044095374,2,29897050.89,47755465.25,17858414.36,1685487.01,4.51
administrative_building,العارض,2030.017928875679,10,25766353.59,78788040.85,53021687.26,5064945.48,15.73
administrative_building,حطين,4280.412683737645,9,72429419.69,194324315.22,121894895.53,12492277.41,13.8
residential_compound,حطين,12604.781595155328,6,137942957.64,169892288.25,31949330.61,9148046.29,5.31
tower,القيروان,3501.375040866588,15,75598261.81,371747553.17,296149291.35,19826536.17,20.98
hotel,القيروان,3985.365243110805,12,87948693.91,471548415.56,383599721.65,35366131.17,32.17
residential_compound,حطين,12049.085080040437,6,131881420.05,162402388.34,30520968.29,8744743.99,5.3
hotel,الملقا,5546.143002322231,9,124295373.24,543743859.95,419448486.71,40780789.5,26.25
tower,العارض,4219.762286250169,19,101101879.93,533351579.47,432249699.53,28445417.57,22.51
administrative_building,النرجس,5719.874570233688,10,86082242.19,256150282.94,170068040.75,16466803.9,15.3
tower,النرجس,3694.101171862897,19,98168211.25,533612914.28,435444703.03,28459355.43,23.19
villa,القيروان,675.587829118215,3,11955936.32,29123071.24,17167134.92,1027873.1,6.88
administrative_building,الياسمين,6110.943727667662,10,96520146.34,284609870.98,188089724.64,18296348.85,15.16
tower,القيروان,3658.2177930988,10,62319608.43,254646254.19,192326645.77,13581133.56,17.43
administrative_building,حطين,6706.702773550879,9,113229913.84,304474245.87,191244332.03,19573344.38,13.83
residential_compound,الياسمين,9778.117161633663,7,97351141.07,140081306.46,42730165.39,7542839.58,6.2
hotel,القيروان,8547.238035921477,10,170155411.2,836945548.48,666790137.27,62770916.14,29.51
tower,الياسمين,7309.143477432883,15,168286207.1,807066486.35,638780279.25,43043545.94,20.46
hotel,الملقا,7913.321842903767,12,202081440.56,1046457680.51,844376239.95,78484326.04,31.07
hotel,النرجس,4483.706781951714,14,116936702.2,658566852.13,541630149.94,49392513.91,33.79
villa,النرجس,806.9594233150401,2,14645223.22,23616071.0,8970847.79,833508.39,4.55
residential_compound,القيروان,5149.090752717026,4,39819947.9,41970238.73,2150290.83,2259935.93,4.54
tower,العارض,7336.327098603838,19,175439742.12,927265893.22,751826151.1,49454180.97,22.55
residential_compound,حطين,6052.920073731241,4,62407689.87,57410736.32,-4996953.56,3091347.34,3.96
hotel,حطين,6867.4670765406845,9,162041500.31,708722602.3,546681101.99,53154195.17,26.24
villa,القيروان,948.2190206104456,3,16599118.14,40875588.49,24276470.35,1442667.83,6.95
residential_compound,العارض,8692.161450243937,5,61955734.42,78737075.28,16781340.86,4239688.67,5.47
residential_compound,العارض,11803.126442094275,7,93222573.83,151599356.02,58376782.19,8163042.25,7.01
villa,العارض,1152.6638628185883,3,17487524.56,44956484.14,27468959.59,1586699.44,7.26
administrative_building,الملقا,3961.657856008018,10,65306300.76,189240472.47,123934171.71,12165458.94,14.9
villa,النرجس,1486.7399901465865,3,28372463.75,67141921.33,38769457.57,2369714.87,6.68
villa,حطين,785.2454286132227,2,16304890.45,25069745.55,8764855.1,884814.55,4.34
villa,الياسمين,1591.6299794346903,3,29896746.25,73185693.06,43288946.81,2583024.46,6.91
administrative_building,العارض,5396.700377539248,5,50752644.22,98956596.47,48203952.25,6361495.49,10.03
tower,القيروان,4760.514881784898,15,102622550.65,505432790.96,402810240.31,26956415.52,21.01
villa,الياسمين,633.6853968488989,3,12173813.53,29137868.44,16964054.92,1028395.36,6.76
tower,الملقا,3057.680582892506,14,71854485.81,342584443.56,270729957.75,18271170.32,20.34
hotel,الملقا,7672.807096304675,8,163727335.01,664772006.82,501044671.81,49857900.51,24.36
administrative_building,الياسمين,4300.04877165956,7,59923974.56,136878292.49,76954317.93,8799318.8,11.75
villa,الياسمين,917.1320532272673,3,17417860.12,42171199.22,24753339.1,1488395.27,6.84
villa,النرجس,778.1255927986246,2,14138007.3,22772234.54,8634227.23,803725.92,4.55
villa,القيروان,1529.5496230833883,2,24679595.58,42728351.11,18048755.53,1508059.45,4.89
residential_compound,الياسمين,8010.658387286076,6,76695446.53,97848590.07,21153143.54,5268770.23,5.5
villa,حطين,961.7029768696841,2,19867744.81,30703329.24,10835584.43,1083646.91,4.36
villa,العارض,1268.251618540137,3,19196027.17,49464666.69,30268639.52,1745811.77,7.28
tower,العارض,2221.309824303316,19,53433792.58,280759678.61,227325886.02,14973849.53,22.42
hotel,القيروان,3031.5829952568215,12,67008404.66,358696900.0,291688495.34,26902267.5,32.12
administrative_building,النرجس,5076.5168305510715,9,73252327.87,203352572.94,130100245.07,13072665.4,14.28
villa,الملقا,959.293005957629,3,19689580.53,45291340.51,25601759.99,1598517.9,6.49
villa,الملقا,1551.1525848277074,2,29714044.67,47458676.7,17744632.03,1675012.12,4.51
administrative_building,العارض,2511.050139326423,7,27019421.52,66609371.52,39589950.0,4282031.03,12.68
tower,الياسمين,2328.2488284411634,15,53912413.72,257082325.33,203169911.6,13711057.35,20.35
tower,الياسمين,6569.360327881702,10,121408347.04,475580629.24,354172282.2,25364300.23,16.71
hotel,العارض,5676.3601956526345,11,111309314.62,577626413.51,466317098.89,43321981.01,31.14
administrative_building,العارض,6841.837490013777,7,72843482.48,181490002.18,108646519.7,11667214.43,12.81
residential_compound,النرجس,10063.535429922622,5,88163774.81,99924868.7,11761093.89,5380569.85,4.88
administrative_building,النرجس,6926.806481813727,11,108515107.92,342928871.9,234413763.98,22045427.48,16.25
administrative_building,العارض,3669.4378743984903,9,43899813.87,127390039.97,83490226.1,8189359.71,14.92
tower,النرجس,2397.2197107660404,16,57318044.59,290183445.99,232865401.4,15476450.45,21.6
residential_compound,القيروان,12291.22462212155,7,107506566.46,166976286.49,59469720.03,8991030.81,6.69
administrative_building,العارض,3848.5262565769667,9,46020399.4,133607361.79,87586962.38,8589044.69,14.93
administrative_building,القيروان,2344.384408084059,10,32500079.24,97988235.1,65488155.86,6299243.69,15.51
administrative_building,القيروان,5181.830025838078,10,71290798.28,216584949.59,145294151.31,13923318.19,15.62
residential_compound,القيروان,4654.852228369048,6,39169060.84,53917153.36,14748092.53,2903231.33,5.93
hotel,حطين,6024.171025459444,10,148524123.81,693984502.13,545460378.33,52048837.66,28.04
residential_compound,حطين,12035.539940122362,5,127015738.01,134181827.68,7166089.67,7225175.34,4.55
tower,القيروان,7089.237504875393,15,152602759.95,752677638.21,600074878.26,40142807.37,21.04
residential_compound,القيروان,13873.18081437371,5,110408831.13,132918945.38,22510114.25,7157173.98,5.19
hotel,القيروان,4494.596980111,9,84970896.21,394266047.1,309295150.88,29569953.53,27.84
villa,النرجس,1677.5366676722265,3,31955816.16,75758394.68,43802578.52,2673825.69,6.69
administrative_building,حطين,2840.004645409941,10,49996721.04,144140175.77,94143454.73,9266154.16,14.83
tower,حطين,6110.745774946129,10,127629896.44,510438233.01,382808336.57,27223372.43,17.06
administrative_building,الياسمين,2520.6290259274365,7,35312820.06,80236159.03,44923338.97,5158038.79,11.69
administrative_building,القيروان,1981.971900982775,5,21302326.37,39137999.13,17835672.76,2516014.23,9.45
residential_compound,الياسمين,12061.388034342364,5,110522227.2,121863440.14,11341212.94,6561877.55,4.75
administrative_building,القيروان,1620.0696494605945,10,22597972.18,67714051.14,45116078.96,4353046.14,15.41
villa,الملقا,898.134021619253,2,17394196.45,27479083.99,10084887.54,969850.02,4.46
tower,النرجس,5790.40115563887,14,127274261.31,610597801.86,483323540.55,32565216.1,20.47
villa,حطين,961.8420070533484,3,21015143.95,47386108.32,26370964.37,1672450.88,6.37
hotel,النرجس,5681.889494113853,14,148065489.06,834555928.9,686490439.84,62591694.67,33.82
tower,الياسمين,3935.846729620821,12,80082018.96,344794932.94,264712913.98,18389063.09,18.37
administrative_building,الياسمين,4005.9246037162943,10,63427140.7,186571131.31,123143990.61,11993858.44,15.13
hotel,حطين,7156.160683582008,12,191376367.04,996137567.15,804761200.12,74710317.54,31.23
administrative_building,النرجس,4517.665418771475,11,70930098.2,223658320.72,152728222.52,14378034.9,16.22
tower,الياسمين,5691.74743029943,15,131146750.37,628475636.57,497328886.2,33518700.62,20.45
villa,الملقا,1895.4918182151512,2,36210348.64,57993993.8,21783645.15,2046846.84,4.52
villa,حطين,1222.7229900769848,2,25137999.89,39036654.18,13898654.29,1377764.27,4.38
administrative_building,النرجس,4219.45807671587,11,66277765.45,208894820.73,142617055.28,13428952.76,16.21
administrative_building,الياسمين,4329.514919342292,11,71241898.45,222917198.26,151675299.82,14330391.32,16.09
residential_compound,الملقا,14414.898028588676,7,151229833.38,213628788.78,62398955.4,11503088.63,6.09
tower,النرجس,2338.812400795129,18,60189115.75,319598714.57,259409598.82,17045264.78,22.66
residential_compound,الياسمين,8588.474511682703,5,78828418.39,86774511.08,7946092.68,4672473.67,4.74
administrative_building,حطين,6767.213478513601,11,122774150.84,379698197.46,256924046.62,24409169.84,15.91
administrative_building,القيروان,2212.03166267036,10,30690684.86,92456287.4,61765602.54,5943618.48,15.49
administrative_building,العارض,6612.310583490407,6,66249102.62,148324044.85,82074942.24,9535117.17,11.51
villa,الياسمين,1946.99110613763,2,34154363.04,58015662.18,23861299.15,2047611.61,4.8
residential_compound,الملقا,9533.102873135653,5,92692303.4,99639991.23,6947687.83,5365230.3,4.63
residential_compound,الياسمين,8639.886072064572,4,76878432.19,74265004.72,-2613427.47,3998884.87,4.16
residential_compound,حطين,5617.641403474558,7,63929347.86,88803675.31,24874327.45,4781736.36,5.98
villa,الياسمين,716.7438004708481,3,13710477.05,32957026.74,19246549.68,1163189.18,6.79
villa,حطين,1625.7909994430931,3,35211037.36,80096219.38,44885182.02,2826925.39,6.42
administrative_building,القيروان,3426.9338207888823,9,45140643.96,128122774.76,82982130.8,8236464.09,14.6
residential_compound,العارض,6267.9594313275775,6,47259121.03,68641677.32,21382556.29,3696090.32,6.26
villa,حطين,1470.2067262404703,3,31884490.01,72431204.57,40546714.56,2556395.46,6.41
villa,حطين,1282.5341808120002,2,26345647.64,40946186.26,14600538.61,1445159.51,4.39
hotel,العارض,5831.7354961962155,11,114343794.24,593437404.09,479093609.85,44507805.31,31.14
administrative_building,الياسمين,4820.663505025603,7,67124596.94,153450396.56,86325799.62,9864668.35,11.76
administrative_building,النرجس,1563.050923376269,7,20896269.13,47841081.14,26944812.01,3075498.07,11.77
residential_compound,النرجس,14947.086038200732,6,136588059.64,179427810.22,42839750.58,9661497.47,5.66
residential_compound,الياسمين,5382.958528790665,6,51684999.28,65751761.84,14066762.56,3540479.48,5.48
hotel,النرجس,5574.576138278819,9,116010963.35,517766631.72,401755668.38,38832497.38,26.78
residential_compound,العارض,14589.145640470082,7,115120684.73,187382986.61,72262301.87,10089853.12,7.01
hotel,العارض,5848.921295845756,9,102396698.19,482886942.19,380490244.0,36216520.66,28.3
hotel,العارض,3180.6015209646685,12,65906779.3,354191785.37,288285006.07,26564383.9,32.24
administrative_building,الياسمين,4745.853436178912,5,60110123.55,104426809.84,44316686.29,6713152.06,8.93
administrative_building,القيروان,4239.815923330969,5,45057103.33,83723645.04,38666541.71,5382234.32,9.56
tower,النرجس,7564.321069178472,13,159244010.04,738655952.41,579411942.36,39394984.13,19.79
tower,الياسمين,3811.0334124946903,10,70620652.71,275895000.11,205274347.4,14714400.01,16.67
villa,حطين,1290.8754167153224,2,26514065.54,41212488.55,14698423.02,1454558.42,4.39
villa,الياسمين,1787.7119371299407,3,33524458.55,82201855.21,48677396.66,2901241.95,6.92
hotel,العارض,4647.862357299709,8,76581985.41,339108037.59,262526052.18,25433102.82,26.57
villa,العارض,859.0593795436016,2,12125476.03,21712511.05,9587035.03,766323.92,5.06
hotel,الملقا,4446.806339137425,10,104416332.21,486658485.76,382242153.55,36499386.43,27.96
tower,حطين,3246.72426325232,10,68022448.73,271202936.11,203180487.39,14464156.59,17.01
villa,النرجس,653.7678018447384,2,11950429.4,19132841.6,7182412.2,675276.76,4.52
villa,القيروان,1238.7523656807439,2,20073076.22,34604857.02,14531780.8,1221347.89,4.87
administrative_building,حطين,6518.854087419577,6,97750416.11,191220806.37,93470390.26,12292766.12,10.06
residential_compound,النرجس,12428.986052282931,7,118525367.5,174987694.63,56462327.13,9422414.33,6.36
tower,القيروان,7076.9613287317125,18,171659386.95,906625092.72,734965705.78,48353338.28,22.53
villa,الياسمين,705.4873430084893,2,12662691.39,21021829.65,8359138.26,741946.93,4.69
hotel,الياسمين,4126.816945408484,13,98626975.13,549097755.49,450470780.36,41182331.66,33.4
hotel,الياسمين,6280.7382997896,12,143273988.94,769365318.77,626091329.83,57702398.91,32.22
residential_compound,الياسمين,6077.779747041146,6,58298307.63,74238864.05,15940556.42,3997477.3,5.49
tower,العارض,4021.8773001968993,16,85402103.27,425992216.29,340590113.02,22719584.87,21.28
residential_compound,النرجس,14941.093662580572,6,136533481.08,179355876.54,42822395.47,9657624.12,5.66
administrative_building,النرجس,6103.761056183074,7,80293298.38,186820866.53,106527568.15,12009912.85,11.97
hotel,الياسمين,8579.829903286296,9,168528867.81,779185832.5,610656964.69,58438937.44,27.74
villa,النرجس,668.0434817964403,3,12996524.63,30169177.66,17172653.03,1064794.51,6.55
hotel,الياسمين,3041.570110668292,14,76002601.55,436818133.01,360815531.46,32761359.98,34.48
hotel,النرجس,8622.369081871577,10,188245198.6,893967226.41,705722027.81,67047541.98,28.49
administrative_building,الياسمين,5072.291170015071,5,64213772.3,111609680.45,47395908.15,7174908.03,8.94
residential_compound,النرجس,10428.428250210607,7,99520068.38,146821841.33,47301772.96,7905791.46,6.36
hotel,النرجس,6958.683629361419,9,144703511.64,646322535.5,501619023.86,48474190.16,26.8
hotel,الياسمين,3250.0207265323934,13,77767993.08,432434757.79,354666764.71,32432606.83,33.36
administrative_building,النرجس,4039.786632944356,7,53294448.95,123647769.37,70353320.42,7948785.17,11.93
residential_compound,القيروان,7100.143394399905,6,59508992.75,82240960.94,22731968.18,4428359.44,5.95
residential_compound,القيروان,6865.772651902303,7,60250879.8,93271521.48,33020641.68,5022312.69,6.67
residential_compound,العارض,4004.35719112329,7,31924247.52,51431963.76,19507716.24,2769413.43,6.94
villa,حطين,1664.8803899972902,3,36046807.62,82021997.29,45975189.68,2894894.02,6.42
villa,العارض,1085.0842693272748,3,16488630.58,42320727.94,25832097.36,1493672.75,7.25
administrative_building,القيروان,4790.515509102559,6,53869038.44,115724483.15,61855444.71,7439431.06,11.05
hotel,القيروان,4458.9275104962,8,79618257.95,345656060.61,266037802.66,25924204.55,26.05
